Total_Children,Total_Income,Education_Type,Family_Status,Total_Family_Members,Applicant_Age,Years_of_Working,Village,Total_Bad_Debt,Total_Good_Debt,Owned_Email
0,292500,Secondary / secondary special                     ,Married                                           ,2,58,24,Vale Carvalhal (Poiares (Santo André)),0,6,0
0,292500,Secondary / secondary special                     ,Married                                           ,2,58,24,Sobreiro (Arrifana),0,22,0
0,292500,Secondary / secondary special                     ,Married                                           ,2,58,24,Balteiro (Arrifana),0,22,0
0,292500,Secondary / secondary special                     ,Married                                           ,2,58,24,Forcado (Poiares (Santo André)),0,42,0
0,292500,Secondary / secondary special                     ,Married                                           ,2,58,24,Sobreiro (Arrifana),1,45,0
0,292500,Secondary / secondary special                     ,Married                                           ,2,58,24,Framilo (Poiares (Santo André)),0,4,0
0,270000,Higher education                                  ,Married                                           ,2,34,3,Vale Carvalhal (Poiares (Santo André)),0,23,0
0,270000,Higher education                                  ,Married                                           ,2,34,3,Vale do Gueiro (São Miguel de Poiares),1,57,0
0,270000,Higher education                                  ,Married                                           ,2,34,3,Arrifana (Arrifana),0,7,0
0,270000,Higher education                                  ,Married                                           ,2,34,3,Alveite Grande (São Miguel de Poiares),0,7,0
0,225000,Secondary / secondary special                     ,Married                                           ,2,41,3,Santa Maria (Arrifana),0,28,0
0,225000,Secondary / secondary special                     ,Married                                           ,2,41,3,Vale da Clara (Poiares (Santo André)),0,48,0
0,225000,Secondary / secondary special                     ,Married                                           ,2,41,3,Ribas (Poiares (Santo André)),0,41,0
0,225000,Secondary / secondary special                     ,Married                                           ,2,41,3,São Miguel de Poiares (São Miguel de Poiares),0,51,0
0,225000,Secondary / secondary special                     ,Married                                           ,2,41,3,Framilo (Poiares (Santo André)),0,28,0
0,225000,Secondary / secondary special                     ,Married                                           ,2,41,3,Pereiro de Baixo (Poiares (Santo André)),0,48,0
0,225000,Secondary / secondary special                     ,Married                                           ,2,41,3,Balteiro (Arrifana),0,21,0
0,225000,Secondary / secondary special                     ,Married                                           ,2,41,3,Boiça (São Miguel de Poiares),0,36,0
0,225000,Secondary / secondary special                     ,Married                                           ,2,41,3,Couchel (Poiares (Santo André)),0,48,0
0,225000,Secondary / secondary special                     ,Married                                           ,2,41,3,Cabeço de Celas (São Miguel de Poiares),0,14,0
0,225000,Secondary / secondary special                     ,Married                                           ,2,41,3,Fonte da Telha (Arrifana),0,31,0
0,157500,Incomplete higher                                 ,Married                                           ,2,30,3,Casal do Gago (São Miguel de Poiares),0,21,0
0,157500,Incomplete higher                                 ,Married                                           ,2,30,3,Vilar (Arrifana),0,15,0
0,157500,Incomplete higher                                 ,Married                                           ,2,30,3,Casa Nova (Poiares (Santo André)),0,34,0
0,157500,Incomplete higher                                 ,Married                                           ,2,30,3,Arrifana (Arrifana),0,11,0
0,74250,Higher education                                  ,Separated                                         ,1,53,15,Segundeira (Poiares (Santo André)),0,35,0
0,74250,Higher education                                  ,Separated                                         ,1,53,15,Paço (Poiares (Santo André)),0,8,0
0,74250,Higher education                                  ,Separated                                         ,1,53,15,Alveite Grande (São Miguel de Poiares),0,9,0
